id,current_age,retirement_age,birth_year,birth_month,gender,address,latitude,longitude,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards
1879,50,60,1969,5,Male,659 Valley Drive,35.66,-80.48,18724.0,38179.0,50559.0,609,2
236,36,65,1983,3,Female,4137 Bayview Drive,29.7,-95.46,79100.0,161276.0,317964.0,540,1
1619,31,66,1988,6,Male,693 Seventh Street,33.61,-96.6,15737.0,32086.0,53595.0,747,4
803,69,73,1951,2,Female,55 El Camino Boulevard,37.53,-120.84,22799.0,46487.0,57336.0,635,3
1686,54,67,1965,3,Female,401 North Avenue,39.99,-105.09,30072.0,61312.0,25355.0,708,3
1959,46,59,1973,4,Male,8750 Lake Boulevard,41.57,-81.2,25565.0,52130.0,80367.0,701,1
1371,86,65,1933,6,Female,143 Catherine Boulevard,21.41,-157.79,24516.0,49529.0,1385.0,689,6
1067,76,63,1943,12,Male,343 Lafayette Drive,37.54,-97.25,24531.0,41790.0,24676.0,719,5
1019,81,57,1939,1,Female,482 Grant Street,34.09,-117.96,15775.0,29928.0,2028.0,713,4
1568,47,67,1972,5,Female,3816 Spruce Drive,40.67,-73.39,21077.0,42976.0,58765.0,748,3
1765,40,68,1979,3,Male,9594 Burns Lane,33.46,-82.5,15755.0,32126.0,56283.0,770,3
1875,56,69,1963,4,Male,4966 Grant Street,40.89,-81.58,22170.0,45202.0,71022.0,683,4
659,57,67,1962,5,Male,5079 Sussex Avenue,38.73,-86.47,15981.0,32583.0,12501.0,812,7
942,37,65,1982,7,Male,3914 Mill Street,30.3,-90.97,29006.0,59139.0,128870.0,742,4
1234,44,64,1975,10,Male,7815 Hillside Avenue,29.76,-95.38,30499.0,62185.0,114235.0,749,1
345,33,67,1986,7,Male,67424 Tenth Boulevard,42.24,-85.48,17409.0,35499.0,80517.0,724,1
1156,56,69,1963,6,Female,9603 South Lane,40.74,-74.33,137428.0,280199.0,91367.0,752,5
561,48,67,1971,6,Male,604 Pine Street,40.8,-91.12,18076.0,36853.0,112139.0,834,5
285,62,69,1957,8,Male,702 Elm Drive,36.95,-121.72,16920.0,34496.0,33122.0,731,5
113,74,71,1946,1,Female,4 Plum Boulevard,32.86,-97.21,26016.0,39003.0,10793.0,788,5
1039,68,64,1951,3,Male,29 Federal Boulevard,34.04,-118.21,12349.0,11566.0,9102.0,536,4
176,45,71,1974,12,Female,627 Ninth Drive,33.74,-84.31,25586.0,52172.0,66085.0,667,4
1104,91,66,1928,3,Male,120 Lafayette Boulevard,26.23,-80.13,18266.0,40141.0,805.0,850,6
946,48,66,1971,5,Male,2981 Ninth Boulevard,40.31,-79.38,19486.0,39733.0,79302.0,781,4
571,42,68,1977,11,Male,8580 Valley Stream Avenue,39.46,-77.96,18003.0,36711.0,84949.0,739,4
1074,62,65,1957,6,Female,1305 Spruce Boulevard,44.66,-103.85,16097.0,32819.0,25393.0,826,5
771,44,69,1975,9,Male,919 Lafayette Drive,42.33,-122.79,18961.0,38661.0,88636.0,765,3
520,45,66,1974,4,Male,3346 Hillside Street,40.26,-75.74,28278.0,57658.0,74288.0,766,5
1979,38,68,1982,2,Female,731 Lincoln Boulevard,26.37,-80.1,31706.0,64647.0,58250.0,738,4
1253,32,64,1987,10,Female,1782 South Boulevard,41.44,-73.04,28814.0,58749.0,113308.0,768,6
311,46,68,1973,12,Female,8070 Mill Lane,37.18,-113.6,14470.0,29510.0,47153.0,752,4
1622,41,61,1979,1,Female,1063 Federal Boulevard,42.15,-71.13,38878.0,79271.0,211919.0,759,1
852,35,68,1985,1,Female,955 11th Street,29.82,-82.59,19693.0,40156.0,70128.0,738,3
1394,30,58,1989,4,Female,341 Hill Drive,38.63,-90.24,28373.0,57853.0,131828.0,558,4
957,73,64,1946,9,Female,862 Martin Luther King Drive,39.17,-77.26,33637.0,37789.0,24575.0,605,3
515,61,63,1958,10,Male,9525 First Boulevard,32.51,-94.76,20531.0,41865.0,60911.0,676,4
1303,66,69,1953,3,Male,602 First Street,41.31,-81.85,30381.0,61937.0,138153.0,684,7
1378,46,67,1973,3,Female,778 Main Avenue,44.27,-88.34,20013.0,40810.0,65643.0,614,4
1727,46,67,1973,10,Female,31 Oak Avenue,34.0,-81.03,23917.0,48762.0,143208.0,771,6
1283,50,65,1970,1,Male,720 Seventh Avenue,45.64,-122.37,31226.0,63673.0,147913.0,591,4
1239,34,65,1985,11,Female,5449 Lexington Drive,33.78,-117.93,18679.0,38081.0,28613.0,811,4
1078,56,65,1963,12,Female,291 Seventh Drive,40.6,-88.98,28237.0,57576.0,161107.0,589,2
124,31,70,1988,8,Female,9833 Forest Street,34.6,-98.42,16829.0,34311.0,6971.0,680,4
750,61,68,1959,1,Female,475 Oak Boulevard,35.19,-80.83,14793.0,30165.0,36972.0,694,2
1223,53,67,1966,6,Male,822 Ocean Street,41.8,-87.92,92938.0,189490.0,448929.0,717,3
575,84,65,1935,12,Male,6478 Valley Stream Avenue,40.15,-74.85,23207.0,26476.0,406.0,813,5
428,39,69,1980,11,Male,6405 Fifth Avenue,42.99,-71.45,27706.0,56486.0,116394.0,689,2
828,59,71,1960,3,Female,85 Littlewood Avenue,29.45,-98.5,17609.0,35906.0,69819.0,659,3
846,48,66,1971,11,Female,58 Catherine Drive,41.26,-96.01,33232.0,67761.0,0.0,745,4
335,46,68,1973,7,Female,75 Birch Lane,26.74,-80.12,27696.0,56467.0,66565.0,688,3
639,55,73,1965,2,Female,82 Jefferson Avenue,41.12,-83.01,18462.0,37645.0,46298.0,654,4
386,48,64,1971,11,Male,3034 Third Boulevard,42.26,-71.8,24506.0,49967.0,62509.0,655,1
581,48,67,1971,3,Male,1813 Second Lane,29.99,-90.24,14696.0,29962.0,55000.0,684,3
1910,49,59,1970,5,Male,710 North Lane,27.48,-82.57,17590.0,35868.0,48465.0,562,4
731,31,73,1988,7,Male,5558 Littlewood Avenue,40.32,-118.2,18734.0,38193.0,39874.0,703,3
21,48,66,1972,2,Male,819 Park Boulevard,39.47,-87.38,21131.0,43084.0,0.0,850,3
273,42,72,1977,4,Female,849 Norfolk Lane,41.16,-80.56,18351.0,37415.0,66403.0,665,1
63,40,64,1979,12,Male,390 Tenth Street,40.72,-74.17,17370.0,35418.0,51741.0,660,6
103,41,71,1978,3,Female,8 Tenth Drive,35.82,-78.65,17056.0,34774.0,78060.0,850,5
1193,90,75,1929,11,Female,6245 River Lane,41.69,-73.92,27934.0,51717.0,418.0,717,5
585,52,62,1967,9,Male,5581 Federal Street,30.11,-97.3,20346.0,41483.0,64715.0,584,1
1958,51,72,1969,2,Male,2994 Tenth Lane,35.05,-78.87,18316.0,37346.0,64030.0,680,5
744,58,67,1961,10,Female,927 Ocean View Drive,25.77,-80.2,21923.0,44699.0,21685.0,842,5
477,57,67,1962,3,Male,45 Maple Lane,44.75,-68.67,24259.0,49467.0,77465.0,697,5
357,59,67,1960,9,Female,645 Catherine Lane,42.35,-71.06,39312.0,80156.0,61817.0,735,4
1080,56,63,1963,11,Female,4581 Eighth Boulevard,32.19,-83.17,14425.0,29413.0,46043.0,703,2
711,39,60,1980,10,Male,6757 Eighth Avenue,39.01,-89.78,20056.0,40894.0,51844.0,657,1
1731,64,66,1956,1,Female,599 First Drive,34.14,-117.45,23172.0,47242.0,62224.0,704,6
451,65,67,1954,12,Male,654 Birch Lane,41.26,-96.01,14199.0,28951.0,56777.0,711,2
1817,52,64,1968,2,Female,25622 Lake Street,29.55,-95.27,36253.0,73920.0,166395.0,683,1
1383,68,64,1951,4,Female,315 Norfolk Lane,42.39,-71.1,31849.0,59938.0,36978.0,670,1
1915,54,65,1965,6,Male,758 Sixth Boulevard,41.32,-74.18,25534.0,52062.0,97881.0,775,4
1882,58,65,1961,10,Male,860 Maple Avenue,37.59,-122.06,29097.0,59322.0,145137.0,694,3
1467,26,69,1993,9,Female,229 Norfolk Street,42.58,-83.14,26120.0,53254.0,131334.0,736,1
1791,61,67,1958,11,Male,4975 Madison Boulevard,39.77,-86.14,16045.0,32716.0,46919.0,593,3
447,79,68,1940,3,Male,5336 Tenth Drive,43.22,-86.25,19131.0,30977.0,21507.0,796,5
1640,67,71,1952,10,Female,311 Washington Lane,41.89,-84.04,17144.0,34954.0,5942.0,729,3
636,47,69,1973,2,Female,1342 Hill Lane,41.83,-87.68,11951.0,24372.0,63295.0,793,4
782,51,66,1968,7,Female,2554 11th Lane,41.28,-84.36,18229.0,37169.0,93844.0,722,3
316,36,69,1983,8,Male,995 Martin Luther King Street,29.76,-95.38,19554.0,39871.0,73726.0,719,4
1192,44,68,1976,2,Female,1450 Rose Drive,44.22,-93.44,19630.0,40026.0,70877.0,768,1
490,86,68,1933,9,Male,90 Lexington Drive,29.45,-98.5,29557.0,33426.0,1852.0,699,4
387,34,65,1985,10,Male,8229 Bayview Avenue,41.4,-82.23,22261.0,45388.0,64749.0,723,1
869,73,68,1946,9,Male,9355 Ocean View Drive,33.85,-84.22,22682.0,34220.0,0.0,745,5
721,39,67,1980,5,Male,9735 Birch Street,25.77,-80.2,18828.0,38386.0,74820.0,850,6
152,37,68,1982,3,Female,49 Tenth Street,33.72,-84.32,24196.0,49335.0,51520.0,773,3
1896,50,79,1969,9,Female,6695 River Lane,41.91,-83.38,19736.0,40246.0,74352.0,641,5
1028,50,66,1970,1,Male,1012 Hill Drive,41.83,-87.68,39789.0,81122.0,112394.0,682,5
549,51,65,1968,4,Male,774 Wessex Lane,33.3,-111.74,30557.0,62304.0,113416.0,719,4
565,54,65,1965,10,Male,6721 Sussex Drive,32.98,-96.89,21381.0,43598.0,15891.0,757,4
1980,54,63,1965,5,Male,990 West Street,29.37,-95.45,22856.0,46603.0,57177.0,612,1
1494,26,71,1993,3,Male,7703 Fourth Avenue,26.14,-80.13,14191.0,28931.0,34511.0,711,4
1809,42,71,1977,9,Female,338 Bayview Lane,38.81,-77.72,35905.0,73208.0,115827.0,664,6
637,42,68,1978,2,Female,794 Lake Street,40.98,-74.06,37908.0,77288.0,46160.0,771,4
1770,30,66,1989,9,Male,6657 West Street,26.61,-80.05,18415.0,37544.0,15489.0,703,4
1459,53,65,1967,2,Male,9385 Birch Street,35.11,-106.62,15385.0,31369.0,0.0,707,3
1544,36,65,1983,9,Female,7643 Martin Luther King Street,40.1,-84.62,16351.0,33339.0,83353.0,679,2
112,54,66,1965,12,Female,85 Lafayette Boulevard,43.98,-75.6,17220.0,35114.0,24637.0,686,5
369,39,65,1980,9,Male,5193 East Street,38.22,-85.74,25258.0,51499.0,7226.0,788,4
994,85,67,1934,10,Female,577 12th Lane,40.09,-74.21,13006.0,9795.0,396.0,771,7
1029,66,72,1953,3,Male,9218 Martin Luther King Avenue,27.9,-81.97,17944.0,36589.0,86573.0,676,3
1680,59,63,1960,11,Female,4701 Littlewood Drive,27.95,-82.48,28916.0,58959.0,109358.0,598,2
1052,61,61,1958,12,Male,363 Third Drive,37.99,-122.27,25849.0,28210.0,22961.0,655,2
494,39,68,1980,5,Male,700 Rose Avenue,39.09,-76.85,27635.0,56347.0,32530.0,779,3
94,59,72,1961,1,Female,704 Summit Drive,35.71,-81.15,18029.0,36760.0,95755.0,593,2
425,38,67,1981,11,Male,8897 East Street,36.46,-121.82,29174.0,59482.0,130605.0,688,4
1720,55,60,1964,5,Female,4941 Ocean View Drive,32.75,-97.33,12175.0,24827.0,60261.0,590,1
1699,67,65,1953,1,Female,9205 Summit Street,37.42,-121.94,51631.0,52929.0,37514.0,737,7
1495,52,70,1967,12,Male,469 Mountain View Boulevard,39.77,-86.14,31114.0,63433.0,122550.0,770,7
1285,68,53,1951,12,Female,6723 Maple Street,38.83,-77.21,30622.0,65298.0,18684.0,524,2
1973,58,65,1962,1,Female,501 Grant Lane,34.87,-85.5,15950.0,32520.0,29433.0,731,4
73,48,73,1971,12,Male,2193 Sixth Avenue,41.71,-73.96,26227.0,53478.0,73030.0,674,3
1097,39,68,1980,10,Male,952 Mountain View Boulevard,43.95,-86.44,15863.0,32343.0,59006.0,732,3
1644,83,65,1937,1,Male,637 Seventh Street,34.66,-83.09,15406.0,31943.0,1248.0,686,6
1114,44,66,1976,1,Male,9900 Ninth Avenue,39.02,-86.93,18204.0,37115.0,58438.0,685,3
1087,40,65,1979,12,Female,613 George Boulevard,37.53,-84.66,15202.0,30997.0,81716.0,722,2
1031,61,68,1959,1,Male,6762 Second Street,39.75,-104.42,26369.0,53762.0,37361.0,689,8
728,30,67,1989,7,Female,385 Grant Street,39.08,-94.35,16224.0,33076.0,50117.0,721,3
1639,58,67,1961,5,Male,1034 Pine Boulevard,42.12,-80.08,24324.0,49595.0,68057.0,676,1
1587,31,67,1988,12,Male,8803 Washington Boulevard,42.18,-70.73,40226.0,82019.0,64583.0,695,3
712,74,67,1945,3,Female,54 Lafayette Street,32.63,-117.05,20102.0,29130.0,8746.0,720,5
146,47,67,1972,7,Female,45 Ocean Lane,41.85,-88.3,33701.0,68710.0,201796.0,717,3
763,35,61,1985,1,Male,583 Seventh Street,39.99,-75.27,50579.0,103126.0,130160.0,642,1
154,48,61,1971,6,Male,8993 Madison Avenue,34.93,-78.72,18376.0,37468.0,73448.0,666,3
704,51,67,1968,7,Female,6840 North Lane,41.2,-73.73,55274.0,112695.0,35135.0,840,6
729,80,67,1939,4,Female,499 Lafayette Lane,40.28,-86.51,16421.0,24884.0,1828.0,850,6
1016,41,53,1978,8,Female,165 Fourth Street,32.95,-117.19,0.0,553.0,740.0,719,3
1214,40,64,1979,11,Male,83302 Valley Stream Lane,42.06,-71.24,35544.0,72470.0,133421.0,711,2
395,39,72,1981,2,Male,1105 Wessex Avenue,32.69,-97.12,24331.0,49611.0,110543.0,739,4
491,40,69,1979,6,Male,2336 George Drive,34.83,-82.37,13249.0,27013.0,58806.0,651,3
1153,63,62,1956,4,Male,690 Catherine Street,39.69,-104.81,24849.0,58006.0,20196.0,774,1
377,80,67,1940,1,Female,305 Pine Avenue,47.39,-122.26,24884.0,39110.0,363.0,750,5
850,38,66,1981,12,Female,422 Burns Street,37.98,-85.71,19661.0,40087.0,17392.0,712,2
1694,83,65,1936,3,Female,480 Catherine Drive,41.09,-73.55,37213.0,74753.0,1585.0,726,5
716,31,70,1988,5,Male,1495 Elm Boulevard,33.92,-116.83,13002.0,26511.0,21869.0,769,6
1131,76,69,1943,4,Male,2609 Plum Drive,38.88,-94.81,28490.0,19682.0,0.0,683,4
1719,81,64,1938,9,Female,678 Park Drive,25.77,-80.2,19386.0,23217.0,2559.0,616,3
254,30,66,1989,5,Male,323 Eighth Drive,40.02,-105.25,33151.0,67589.0,0.0,734,3
1307,52,61,1967,4,Female,2332 Elm Lane,37.89,-122.03,42685.0,87030.0,156474.0,646,5
1095,72,66,1948,2,Male,493 South Street,40.7,-73.89,19329.0,22918.0,11371.0,750,5
1466,36,75,1983,4,Female,3194 Norfolk Street,38.64,-75.61,17624.0,35933.0,23451.0,812,2
1226,42,67,1978,2,Male,376 Fourth Drive,21.34,-157.72,18080.0,36860.0,65049.0,714,3
1755,53,70,1967,2,Male,302 Park Boulevard,31.96,-83.77,13864.0,28269.0,66681.0,734,6
1956,43,71,1976,8,Female,93 11th Avenue,33.81,-117.97,18330.0,37371.0,3378.0,739,4
706,33,68,1986,9,Female,212 Ocean View Avenue,38.02,-122.54,33148.0,67589.0,106072.0,602,2
474,55,66,1964,4,Male,455 Little Creek Boulevard,40.75,-73.64,39705.0,80957.0,161166.0,683,6
1259,64,69,1955,7,Female,729 Littlewood Avenue,41.18,-73.42,94302.0,192269.0,100192.0,700,6
320,34,75,1985,8,Male,6444 Madison Drive,32.22,-110.82,17480.0,35641.0,64419.0,625,2
150,51,73,1968,8,Female,2897 West Street,38.7,-77.24,35062.0,71490.0,0.0,782,3
1471,31,76,1988,11,Male,7948 Martin Luther King Avenue,35.1,-90.0,10730.0,21876.0,20169.0,786,2
1050,43,65,1976,3,Female,41332 Lincoln Avenue,35.98,-78.91,17625.0,35938.0,47204.0,670,3
207,73,65,1946,10,Female,518 Main Street,36.58,-79.4,16745.0,28553.0,19507.0,745,5
798,50,68,1969,9,Female,9982 Summit Boulevard,33.57,-117.14,24069.0,49076.0,56547.0,715,4
1207,41,65,1978,10,Male,8425 East Lane,41.47,-81.67,27646.0,56368.0,71544.0,664,3
1012,35,66,1984,6,Female,9006 Ocean Boulevard,39.95,-75.16,16114.0,32855.0,94228.0,693,2
844,65,64,1955,2,Male,364 Eighth Drive,32.75,-97.33,21401.0,18149.0,26672.0,738,2
334,44,65,1975,11,Male,8349 Valley Avenue,41.16,-82.22,19818.0,40407.0,25986.0,697,3
1100,61,73,1958,7,Male,9888 Washington Boulevard,40.72,-73.51,29337.0,59815.0,73325.0,573,2
1740,36,67,1983,12,Male,42720 East Drive,42.86,-88.33,28215.0,57532.0,61268.0,735,4
1184,70,74,1950,1,Male,20382 Park Drive,37.56,-121.98,33727.0,68765.0,75608.0,798,5
200,57,65,1962,11,Female,4940 Ocean View Drive,38.21,-82.56,17918.0,36528.0,109785.0,701,3
1446,28,61,1991,4,Male,54 Burns Avenue,34.02,-94.73,13811.0,28163.0,50872.0,689,4
1263,56,70,1963,8,Female,212 Mountain View Lane,33.95,-84.54,17977.0,36652.0,60949.0,600,3
776,55,73,1964,12,Male,905 West Avenue,35.1,-90.0,47798.0,97455.0,219213.0,616,2
890,37,66,1983,1,Female,911 Ocean Boulevard,33.87,-117.89,25592.0,52181.0,26792.0,727,2
1445,68,68,1951,6,Male,8199 Park Boulevard,41.12,-85.87,17969.0,27939.0,11243.0,841,5
74,54,74,1965,5,Female,1444 Plum Boulevard,38.86,-104.76,20579.0,41957.0,151027.0,783,3
797,61,69,1958,9,Female,7945 Fourth Avenue,21.3,-157.85,30410.0,62005.0,149968.0,651,9
1917,49,69,1970,5,Male,3225 Lexington Street,40.92,-72.92,28694.0,58503.0,37838.0,680,4
547,70,66,1949,5,Male,111 Hillside Avenue,42.62,-88.63,18351.0,31901.0,16285.0,778,4
201,61,65,1958,5,Male,206 Pine Lane,41.52,-88.12,17567.0,35823.0,96691.0,732,3
1812,31,62,1988,5,Female,551 Essex Drive,34.78,-92.25,25002.0,50978.0,76898.0,574,2
1379,76,72,1943,6,Male,93374 11th Street,42.58,-82.91,19780.0,34408.0,9107.0,701,4
1053,59,66,1960,5,Male,756 El Camino Avenue,28.65,-81.18,27255.0,55571.0,93460.0,636,3
955,33,67,1987,2,Male,6785 Valley Stream Boulevard,40.28,-80.6,16648.0,33944.0,53353.0,798,4
856,54,59,1965,7,Male,275 Tenth Street,38.98,-77.12,56069.0,114318.0,328089.0,748,3
1361,67,66,1952,12,Male,9385 Lincoln Drive,42.38,-83.1,14848.0,28714.0,12978.0,638,2
261,41,66,1979,2,Male,7061 Littlewood Street,36.0,-114.96,28985.0,59093.0,117325.0,737,5
64,39,68,1980,3,Female,95 12th Avenue,34.0,-118.03,25242.0,51465.0,0.0,702,2
1151,53,65,1966,12,Male,353 South Boulevard,40.35,-74.65,0.0,920.0,1914.0,788,3
356,50,73,1969,10,Female,24 River Avenue,27.19,-80.24,20315.0,41420.0,0.0,691,5
1393,52,67,1967,4,Female,6467 Birch Street,41.25,-97.12,16901.0,34460.0,43936.0,692,2
865,41,65,1979,2,Male,9684 Grant Drive,38.06,-78.9,18531.0,37786.0,107692.0,693,5
3,49,65,1970,12,Male,840 Elm Avenue,33.89,-98.51,13705.0,27943.0,18693.0,681,4
754,76,69,1943,3,Female,15 Elm Lane,33.69,-78.89,19025.0,32817.0,27209.0,705,6
148,62,66,1957,8,Male,7378 Park Lane,43.6,-71.74,18972.0,38681.0,113190.0,663,5
127,48,68,1971,7,Male,671 Little Creek Street,31.7,-86.26,15474.0,31553.0,63938.0,729,3
1675,36,70,1983,8,Male,97 Little Creek Boulevard,47.14,-122.32,24519.0,49993.0,52978.0,767,3
747,63,64,1956,4,Male,716 Lafayette Street,39.33,-82.23,14137.0,28828.0,49793.0,687,4
1942,77,63,1942,3,Female,2073 South Avenue,40.71,-73.99,0.0,1.0,0.0,673,3
452,31,74,1988,3,Male,557 Catherine Drive,29.76,-95.38,31072.0,63356.0,140107.0,704,5
1534,36,65,1983,7,Male,1531 North Lane,39.9,-74.99,39626.0,80794.0,3867.0,803,2
1086,57,64,1962,12,Female,442 Burns Boulevard,42.02,-71.21,37407.0,76274.0,102611.0,698,2
758,63,68,1956,12,Male,39126 El Camino Boulevard,34.09,-118.13,21178.0,43180.0,36832.0,764,5
1221,64,69,1955,11,Female,6606 Jefferson Avenue,33.92,-117.24,15079.0,30747.0,51667.0,850,4
1248,51,71,1968,7,Female,32299 Federal Street,42.68,-89.01,21278.0,43386.0,2192.0,698,3
597,72,66,1948,1,Male,5138 North Drive,37.74,-122.44,51692.0,65055.0,1676.0,736,6
1213,34,69,1985,11,Male,860 George Avenue,38.62,-122.61,21373.0,43579.0,96994.0,795,3
619,54,65,1965,12,Male,498 Littlewood Avenue,44.01,-92.47,26478.0,53986.0,58381.0,748,4
394,52,71,1967,4,Male,514 Pine Boulevard,41.09,-73.55,34138.0,69604.0,47193.0,684,4
1376,49,68,1971,1,Female,97536 Summit Street,30.51,-97.83,30418.0,62019.0,85666.0,543,4
837,30,65,1989,4,Male,445 Fifth Avenue,39.15,-80.35,17701.0,36092.0,63276.0,679,1
1257,55,67,1964,7,Male,287 Pine Lane,47.79,-122.3,23668.0,48259.0,146774.0,721,3
1966,42,68,1977,11,Male,3835 Norfolk Street,36.05,-90.51,15447.0,31499.0,45661.0,782,4
912,46,66,1973,8,Male,1833 George Drive,25.77,-80.2,23244.0,47395.0,41381.0,755,2
605,42,73,1977,10,Male,663 Summit Boulevard,40.64,-73.94,23316.0,47542.0,2667.0,725,3
1362,58,67,1962,1,Male,3385 Hill Lane,38.78,-77.27,35563.0,72510.0,44317.0,727,4
1513,48,66,1972,2,Male,8849 West Drive,41.3,-73.13,32240.0,65736.0,206000.0,733,3
1521,71,71,1948,3,Female,557 Burns Boulevard,32.75,-97.77,19120.0,19581.0,21424.0,706,3
564,57,64,1962,6,Male,2288 Pine Lane,44.08,-70.24,20800.0,42411.0,111077.0,765,2
1583,38,68,1981,10,Male,182 Valley Street,40.04,-76.3,25917.0,52844.0,0.0,826,3
1885,46,65,1973,9,Male,189 Forest Street,33.99,-83.72,18171.0,37056.0,75730.0,753,4
401,81,71,1938,9,Male,84497 Valley Stream Drive,34.2,-118.39,15239.0,28644.0,879.0,806,7
1666,61,62,1958,12,Male,649 Spruce Boulevard,32.29,-81.23,23029.0,46954.0,69753.0,578,4
509,33,66,1986,7,Male,239 Sussex Drive,38.41,-82.43,21842.0,44534.0,107410.0,702,4
954,51,65,1968,6,Male,691 Ocean View Street,33.93,-117.49,18619.0,37963.0,102716.0,772,4
832,40,67,1979,5,Female,8799 Elm Avenue,33.2,-96.65,24684.0,50329.0,76759.0,625,4
1046,44,66,1975,6,Male,9414 Summit Boulevard,39.95,-75.16,18007.0,36715.0,74022.0,547,4
630,60,66,1959,7,Male,1583 Grant Avenue,30.33,-81.65,19382.0,39521.0,61861.0,491,3
1561,78,67,1941,5,Female,245 Martin Luther King Drive,35.0,-80.94,26707.0,51014.0,23366.0,759,4
1901,63,69,1956,3,Female,292 First Avenue,43.69,-84.76,16542.0,33728.0,107287.0,730,3
665,81,65,1939,1,Female,374 Lexington Street,41.23,-80.81,12406.0,11613.0,427.0,790,8
442,47,66,1972,8,Male,801 12th Drive,38.33,-90.4,23836.0,48600.0,23992.0,791,5
1626,58,63,1961,7,Male,9212 Plum Avenue,35.15,-89.75,29571.0,60292.0,114223.0,531,1
601,68,67,1951,7,Male,5828 Wessex Drive,28.5,-81.37,15849.0,43004.0,15304.0,761,6
206,28,59,1992,2,Female,4633 Sixth Avenue,42.89,-85.72,18431.0,37583.0,51633.0,782,2
115,61,69,1958,7,Male,386 11th Lane,40.93,-73.72,49546.0,101018.0,78115.0,748,6
1779,30,69,1989,4,Male,989 Hill Lane,33.46,-82.5,15755.0,32125.0,58712.0,733,2
248,80,67,1939,12,Female,80471 Eighth Street,27.95,-82.48,13254.0,13596.0,352.0,684,4
1003,51,62,1968,11,Male,2003 Ninth Avenue,40.2,-74.78,39495.0,80526.0,117380.0,632,1
118,56,68,1963,12,Female,407 Seventh Lane,33.52,-86.79,15471.0,31533.0,42315.0,753,3
755,74,67,1945,11,Female,951 11th Avenue,33.82,-78.67,13409.0,23137.0,4871.0,642,5
1432,42,72,1977,8,Male,78 Lexington Street,40.96,-74.61,34205.0,69747.0,80763.0,741,4
456,54,63,1965,10,Male,600 Grant Lane,26.63,-81.99,17140.0,34947.0,49024.0,751,3
623,63,60,1956,4,Male,3283 Park Lane,41.53,-87.87,32083.0,77961.0,39811.0,616,3
47,47,62,1972,9,Male,523 Federal Drive,40.84,-73.87,12475.0,25434.0,45540.0,712,4
760,56,64,1964,2,Female,532 Sixth Drive,39.98,-82.98,18420.0,37558.0,72514.0,778,3
194,52,68,1968,2,Male,531 Pine Avenue,40.34,-85.35,15048.0,30681.0,81680.0,746,4
1246,49,67,1970,5,Female,7499 Lake Boulevard,30.76,-88.12,15207.0,31008.0,60527.0,713,4
641,62,68,1957,11,Male,878 Forest Street,39.98,-82.98,18420.0,37556.0,0.0,735,6
1060,76,68,1944,2,Male,359 Valley Street,39.77,-86.14,17909.0,21547.0,16040.0,785,5
774,46,61,1973,7,Male,671 Essex Street,42.41,-114.59,16378.0,33395.0,57774.0,588,2
1209,45,67,1974,6,Female,95 12th Drive,40.94,-73.86,31299.0,63815.0,4832.0,699,6
997,57,67,1963,2,Female,339 Little Creek Lane,32.64,-116.98,26957.0,54963.0,105623.0,675,4
1180,28,69,1991,9,Male,18 Lake Avenue,40.71,-73.99,17624.0,35940.0,54354.0,595,3
1993,59,72,1960,3,Female,963 11th Drive,37.35,-122.03,45509.0,92785.0,122254.0,786,6
252,67,70,1953,1,Male,127 Grant Street,40.58,-82.42,17161.0,34985.0,29409.0,723,6
1757,39,68,1980,11,Male,2773 El Camino Lane,40.19,-85.39,20644.0,42086.0,79530.0,784,4
1324,45,61,1974,11,Female,535 Hill Boulevard,27.33,-82.54,19065.0,38872.0,94970.0,663,4
1557,50,66,1970,2,Female,2516 Essex Drive,45.45,-122.79,23687.0,48295.0,109558.0,707,3
1555,28,64,1991,6,Female,5367 Pine Avenue,34.01,-86.01,19474.0,39708.0,113715.0,717,3
156,36,67,1983,7,Female,2062 Fourth Street,34.08,-117.46,13739.0,28007.0,0.0,691,4
24,48,64,1971,11,Female,55378 Burns Avenue,42.27,-89.06,18906.0,38554.0,47186.0,708,1
949,29,71,1990,11,Female,6595 Ocean Drive,40.45,-74.48,31234.0,63684.0,96864.0,709,5
1281,92,61,1927,12,Female,34 Bayview Drive,34.1,-117.38,14632.0,26546.0,2480.0,689,6
1428,35,62,1984,11,Female,800 Ninth Boulevard,37.67,-92.66,13963.0,28472.0,42750.0,508,1
433,49,65,1970,4,Male,6829 Main Boulevard,39.38,-89.07,15676.0,31957.0,12347.0,771,6
584,61,68,1958,8,Male,8823 South Drive,38.66,-121.37,14318.0,29195.0,64881.0,743,3
222,48,70,1971,7,Female,9243 Oak Street,33.76,-84.33,45818.0,93417.0,115916.0,714,3
648,40,61,1980,2,Female,466 Pine Drive,32.78,-108.26,14642.0,29854.0,66044.0,674,3
1229,50,66,1970,2,Male,421 Essex Street,35.18,-79.46,24206.0,49350.0,20942.0,713,6
1083,44,65,1975,3,Female,45682 Washington Lane,38.45,-82.64,18916.0,38568.0,66300.0,756,4
1656,35,69,1984,5,Female,350 Third Avenue,45.87,-95.37,20179.0,41141.0,81016.0,706,3
667,83,63,1936,3,Male,588 Lincoln Street,35.98,-78.91,30325.0,41763.0,2279.0,714,5
480,50,68,1969,11,Male,749 Oak Street,37.91,-122.01,42234.0,86113.0,177353.0,713,6
